,0,1
1051,"['yes', 'i', 'would', 'like', 'to', 'make', 'a', 'reservation', 'for', '5', 'people', 'at', '18:15', 'on', 'wednesday', '.', 'i', 'would', 'also', 'like', 'the', 'reference', 'number', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'restaurant-bookpeople', 'O', 'O', 'O', 'O', 'restaurant-bookday', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1052,"['i', 'am', 'looking', 'for', 'a', 'restaurant', 'in', 'the', 'centre', 'of', 'town', 'that', 'serves', 'kosher', 'food', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'restaurant-area', 'O', 'O', 'O', 'O', 'restaurant-food', 'O', 'O']"
1053,"['are', 'there', 'any', 'kosher', 'restaurant', '-s', 'in', 'the', 'city', 'at', 'all', '?']","['O', 'O', 'O', 'restaurant-food', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1054,"['alright', 'can', 'you', 'find', 'me', 'an', 'indian', 'food', 'restaurant', 'instead', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'restaurant-food', 'O', 'O', 'O', 'O']"
1055,"['something', 'expensive', 'please', '.']","['O', 'restaurant-pricerange', 'O', 'O']"
1056,"['sounds', 'perfect', 'can', 'you', 'book', 'a', 'table', 'for', '3', 'at', '19:15', 'on', 'thursday', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'restaurant-bookpeople', 'O', 'restaurant-booktime', 'O', 'restaurant-bookday', 'O']"
1057,"['yes', 'just', 'make', 'sure', 'it', 'is', 'something', 'in', 'the', 'expensive', 'range', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'restaurant-pricerange', 'O', 'O']"
1058,"['great', 'thanks', 'i', 'am', 'also', 'looking', 'for', 'a', 'restaurant', 'called', 'rice boat', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'restaurant-name', 'O']"
1059,"['can', 'you', 'book', 'a', 'reservation', 'for', 'me', 'i', 'need', 'a', 'table', 'for', '7', 'on', 'sunday', 'at', '19:15', ',', 'if', 'possible', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'restaurant-bookpeople', 'O', 'restaurant-bookday', 'O', 'restaurant-booktime', 'O', 'O', 'O', 'O']"
1060,"['can', 'you', 'please', 'try', 'and', 'book', 'it', 'for', '18:15', 'instead', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'restaurant-booktime', 'O', 'O']"
1061,"['i', 'am', 'looking', 'for', 'an', 'east', 'ern', 'restaurant', ',', 'medium', 'price']","['O', 'O', 'O', 'O', 'O', 'restaurant-area', 'O', 'O', 'O', 'O', 'O']"
1062,"['hello', 'i', 'am', 'looking', 'for', 'a', 'moderate', '-ly', 'priced', 'restaurant', 'that', 'serves', 'gastropub', 'food', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'restaurant-pricerange', 'O', 'O', 'O', 'O', 'O', 'restaurant-food', 'O', 'O']"
1063,"['can', 'you', 'find', 'me', 'an', 'italian', 'restaurant', 'in', 'the', 'centre', '?']","['O', 'O', 'O', 'O', 'O', 'restaurant-food', 'O', 'O', 'O', 'restaurant-area', 'O']"
1064,"['i', 'am', 'looking', 'for', 'something', 'on', 'the', 'cheap', 'side', ',', 'please', ',', 'although', 'i', 'would', 'like', 'to', 'get', 'good', 'value', 'for', 'the', 'money', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'restaurant-pricerange', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1065,"['any', 'of', 'them', 'will', 'be', 'fine', 'as', 'long', 'as', 'it', 's', 'cheap', '.', 'i', 'need', 'a', 'table', 'for', '4', 'on', 'monday', 'at', '12:15', 'please', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'restaurant-pricerange', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1066,"['yes', 'please', 'book', 'ask', 'for', '4', 'people', 'at', '12:15', 'on', 'monday', '.']","['O', 'O', 'O', 'O', 'O', 'restaurant-bookpeople', 'O', 'O', 'restaurant-booktime', 'O', 'restaurant-bookday', 'O']"
1067,"['i', 'want', 'a', 'place', 'that', 'serves', 'swiss', 'food', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'restaurant-food', 'O', 'O']"
1068,"['could', 'you', 'please', 'try', 'restaurant', '-s', 'that', 'serve', 'indian', 'food', 'instead', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'restaurant-food', 'O', 'O', 'O']"
1069,"['any', 'book', 'a', 'table', 'for', '8', 'people', 'at', '16:00', 'on', 'tuesday']","['O', 'O', 'O', 'O', 'O', 'restaurant-bookpeople', 'O', 'O', 'restaurant-booktime', 'O', 'restaurant-bookday']"
1070,"['i', 'am', 'looking', 'for', 'a', 'place', 'to', 'dine', 'the', 'restaurant', 'should', 'be', 'in', 'the', 'cheap', 'price', 'range', 'and', 'should', 'serve', 'vietnamese', 'food', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'restaurant-pricerange', 'O', 'O', 'O', 'O', 'O', 'restaurant-food', 'O', 'O']"
1071,"['yes', 'i', 'need', 'the', 'reservation', 'to', 'be', 'for', '5', 'people', 'on', 'monday', 'at', '19:00', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'restaurant-bookpeople', 'O', 'O', 'restaurant-bookday', 'O', 'restaurant-booktime', 'O']"
1072,"['if', 'the', 'booking', 'fails', 'how', 'about', 'tuesday', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'restaurant-bookday', 'O']"
1073,"['we', 'would', 'like', 'to', 'find', 'a', 'restaurant', 'that', 'is', 'north', 'of', 'town', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'restaurant-area', 'O', 'O', 'O']"
1074,"['please', 'find', 'me', '1', 'in', 'the', 'expensive', 'price', 'range', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'restaurant-pricerange', 'O', 'O', 'O']"
1075,"['i', 'do', 'not', 'care', 'as', 'long', 'as', 'it', 's', 'expensive', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'restaurant-pricerange', 'O']"
1076,"['i', 'would', 'like', 'to', 'find', 'an', 'italian', 'restaurant', 'on', 'the', 'west', 'side', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'restaurant-food', 'O', 'O', 'O', 'restaurant-area', 'O', 'O']"
1077,"['i', 'would', 'like', 'a', 'chinese', 'place', '.']","['O', 'O', 'O', 'O', 'restaurant-food', 'O', 'O']"
1078,"['the', 'centre', 'please', '!']","['O', 'restaurant-area', 'O', 'O']"
1079,"['i', 'am', 'looking', 'for', 'something', 'local', '.', 'what', 'do', 'you', 'recommend', '?']","['O', 'O', 'O', 'O', 'O', 'restaurant-food', 'O', 'O', 'O', 'O', 'O', 'O']"
1080,"['actually', 'i', 'am', 'craving', 'singaporean', 'food', 'price', 'is', 'no', 'object', 'i', 'would', 'also', 'like', 'something', 'in', 'the', 'centre', 'area', '.']","['O', 'O', 'O', 'O', 'restaurant-food', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'restaurant-area', 'O', 'O']"
1081,"['do', 'you', 'have', 'any', 'asian', 'expensive', 'restaurant', '-s', '?']","['O', 'O', 'O', 'O', 'restaurant-food', 'restaurant-pricerange', 'O', 'O', 'O']"
1082,"['hey', 'is', 'curry king', 'still', 'open', '?']","['O', 'O', 'restaurant-name', 'O', 'O', 'O']"
1083,"['thanks', 'we', 'never', 'did', 'book', 'a', 'table', 'at', 'curry king', 'i', 'would', 'like', 'to', 'book', 'a', 'table', 'for', '8', 'at', '15:30', 'on', 'saturday', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'restaurant-name', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'restaurant-bookpeople', 'O', 'restaurant-booktime', 'O', 'restaurant-bookday', 'O']"
1084,"['i', 'am', 'looking', 'for', 'a', 'restaurant', 'in', 'the', 'same', 'price', 'range', 'as', 'the', 'guesthouse', '1', 'that', 'serves', 'corsica', 'food', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'restaurant-food', 'O', 'O']"
1085,"['yes', 'please', 'find', 'a', 'reservation', 'of', 'a', 'restaurant', 'that', 'serves', 'turkish', 'food', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'restaurant-food', 'O', 'O']"
1086,"['did', 'you', 'book', 'me', 'at', 'anatolia', 'turkish', 'i', 'need', 'to', 'book', 'for', '6', 'on', 'thursday', 'at', '17:30', '.']","['O', 'O', 'O', 'O', 'O', 'restaurant-name', 'restaurant-food', 'O', 'O', 'O', 'O', 'O', 'restaurant-bookpeople', 'O', 'restaurant-bookday', 'O', 'restaurant-booktime', 'O']"
1087,"['i', 'am', 'looking', 'for', 'an', 'expensive', 'place', 'to', 'dine', 'that', 'serves', 'catalan', 'food', '.']","['O', 'O', 'O', 'O', 'O', 'restaurant-pricerange', 'O', 'O', 'O', 'O', 'O', 'restaurant-food', 'O', 'O']"
1088,"['are', 'you', 'sure', 'i', 'really', 'need', 'an', 'expensive', 'restaurant', 'that', 'serves', 'catalan', 'food', 'in', 'the', 'centre', 'of', 'the', 'city', '.', 'can', 'you', 'check', 'again', 'please', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'restaurant-pricerange', 'O', 'O', 'O', 'restaurant-food', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1089,"['could', 'you', 'recommend', 'a', 'restaurant', 'that', 'serves', 'indian', 'food', 'is', 'expensive', 'and', 'in', 'the', 'centre', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'restaurant-food', 'O', 'O', 'restaurant-pricerange', 'O', 'O', 'O', 'restaurant-area', 'O']"
1090,"['there', 'are', 'no', 'restaurant', '-s', 'that', 'serve', 'indian', 'food', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'restaurant-food', 'O', 'O']"
1091,"['what', 'type', 'of', 'restaurant', '-s', 'are', 'located', 'in', 'the', 'city', 'centre', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'restaurant-area', 'O']"
1092,"['i', 'need', 'a', 'table', 'for', '2', 'people', 'on', 'monday', 'at', '14:30', '.']","['O', 'O', 'O', 'O', 'O', 'restaurant-bookpeople', 'O', 'O', 'restaurant-bookday', 'O', 'restaurant-booktime', 'O']"
1093,"['can', 'you', 'try', '13:30', 'instead', '?', 'thanks', '.']","['O', 'O', 'O', 'restaurant-booktime', 'O', 'O', 'O', 'O']"
1094,"['something', 'in', 'the', 'centre', 'of', 'town', '.', 'do', 'you', 'have', 'any', 'suggestions', 'for', 'a', 'museum', 'maybe', '?']","['O', 'O', 'O', 'restaurant-area', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1095,"['i', 'am', 'looking', 'for', 'a', 'restaurant', 'that', 'serves', 'kosher', 'food', 'in', 'the', 'west', 'side', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'restaurant-food', 'O', 'O', 'O', 'restaurant-area', 'O', 'O']"
1096,"['i', 'was', 'really', 'hoping', 'for', 'kosher', '.']","['O', 'O', 'O', 'O', 'O', 'restaurant-food', 'O']"
1097,"['how', 'about', 'an', 'expensive', 'indian', 'restaurant', '?', 'i', 'know', 'there', 'are', 'many', 'of', 'those', '!']","['O', 'O', 'O', 'restaurant-pricerange', 'restaurant-food', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1098,"['i', 'am', 'looking', 'for', 'golden house', 'restaurant', '.']","['O', 'O', 'O', 'O', 'restaurant-name', 'O', 'O']"
1099,"['great', 'would', 'you', 'book', 'a', 'table', 'for', '1', 'on', 'sunday', 'at', '12:00', ',', 'please', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'restaurant-bookpeople', 'O', 'restaurant-bookday', 'O', 'O', 'O', 'O', 'O']"
1100,"['where', 'can', 'i', 'get', 'some', 'british', 'food', 'that', 'is', 'not', 'too', 'cheap', 'or', 'expensive', '?']","['O', 'O', 'O', 'O', 'O', 'restaurant-food', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1101,"['no', 'that', 's', 'okay', 'are', 'there', 'any', 'hotel', '-s', 'available', 'in', 'the', 'moderate', 'price', 'range', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'restaurant-pricerange', 'O', 'O', 'O']"
1102,"['i', 'am', 'in', 'center', 'area', 'and', 'need', 'a', 'moderate', '-ly', 'priced', 'restaurant', 'please', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'restaurant-pricerange', 'O', 'O', 'O', 'O', 'O']"
1103,"['actually', 'i', 'would', 'like', 'european', 'food', ',', 'please', '.']","['O', 'O', 'O', 'O', 'restaurant-food', 'O', 'O', 'O', 'O']"
1104,"['european', 'please', 'i', 'want', 'a', 'table', 'for', '3', 'people', 'at', '13:45', 'on', 'saturday', 'european', 'please', 'i', 'want', 'a', 'table', 'for', '3', 'people', 'at', '13:45', 'on', 'saturday', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'restaurant-food', 'O', 'O', 'O', 'O', 'O', 'O', 'restaurant-bookpeople', 'O', 'O', 'O', 'O', 'restaurant-bookday', 'O']"
1105,"['can', 'you', 'try', '12:45', '?']","['O', 'O', 'O', 'restaurant-booktime', 'O']"
1106,"['yes', 'i', 'also', 'need', 'a', 'hotel', 'it', 'should', 'be', 'moderate', '-ly', 'priced', 'include', 'free', 'wifi', 'and', 'be', 'in', 'the', 'centre', 'of', 'town', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'restaurant-pricerange', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'restaurant-area', 'O', 'O', 'O']"
1107,"['no', 'that', 's', 'all', 'the', 'info', 'i', 'needed', 'i', 'need', 'a', 'taxi', 'between', 'the', 'hotel', 'and', 'restaurant', 'though', 'to', 'get', 'me', 'there', 'by', '12:45', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'restaurant-booktime', 'O']"
1108,"['i', 'need', 'to', 'find', 'some', 'caribbean', 'food', 'in', 'south', 'town', '.']","['O', 'O', 'O', 'O', 'O', 'restaurant-food', 'O', 'O', 'restaurant-area', 'O', 'O']"
1109,"['how', 'about', 'an', 'italian', 'restaurant', '?', 'i', 'will', 'need', 'the', 'phone', 'number', 'and', 'postcode', 'of', 'the', 'restaurant', '.']","['O', 'O', 'O', 'restaurant-food', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1110,"['what', 'part', 'of', 'town', 'is', 'frankie and bennys', 'located', '?']","['O', 'O', 'O', 'O', 'O', 'restaurant-name', 'O', 'O']"
1111,"['i', 'would', 'like', 'an', 'indian', 'restaurant', 'in', 'the', 'west', '.']","['O', 'O', 'O', 'O', 'restaurant-food', 'O', 'O', 'O', 'restaurant-area', 'O']"
1112,"['i', 'am', 'looking', 'for', 'something', 'in', 'the', 'moderate', 'price', 'range', ',', 'please', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'restaurant-pricerange', 'O', 'O', 'O', 'O', 'O']"
1113,"['yes', 'please', 'can', 'you', 'book', 'me', 'a', 'table', 'for', '5', 'people', 'at', '12:45', 'on', 'wednesday', '?', 'thanks']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'restaurant-bookpeople', 'O', 'O', 'O', 'O', 'restaurant-bookday', 'O', 'O']"
1114,"['i', 'am', 'looking', 'for', 'a', 'restaurant', 'the', 'restaurant', 'should', 'be', 'in', 'the', 'centre', 'and', 'should', 'be', 'in', 'the', 'moderate', 'price', 'range']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'restaurant-area', 'O', 'O', 'O', 'O', 'O', 'restaurant-pricerange', 'O', 'O']"
1115,"['i', 'am', 'looking', 'for', '1', 'that', 'serves', 'turkish', 'food', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'restaurant-food', 'O', 'O']"
1116,"['can', 'you', 'find', 'me', 'an', 'expensive', 'restaurant', 'that', 'serves', 'steakhouse', 'food', '?']","['O', 'O', 'O', 'O', 'O', 'restaurant-pricerange', 'O', 'O', 'O', 'restaurant-food', 'O', 'O']"
1117,"['yes', 'how', 'about', 'a', 'restaurant', 'serving', 'british', 'food', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'restaurant-food', 'O', 'O']"
1118,"['i', 'am', 'looking', 'for', 'cote', 'restaurant', '.']","['O', 'O', 'O', 'O', 'restaurant-name', 'O', 'O']"
1119,"['yes', 'please', 'i', 'need', 'a', 'table', 'for', '5', 'at', '12:15', 'saturday', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'restaurant-bookpeople', 'O', 'O', 'restaurant-bookday', 'O']"
1120,"['yes', 'i', 'want', 'to', 'book', 'a', 'table', 'for', '5', 'people', 'at', '12:15', 'on', 'saturday', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'restaurant-bookpeople', 'O', 'O', 'O', 'O', 'restaurant-bookday', 'O']"
1121,"['i', 'am', 'looking', 'for', 'an', 'expensive', 'restaurant', 'in', 'the', 'centre', 'at', 'cambridge', '.']","['O', 'O', 'O', 'O', 'O', 'restaurant-pricerange', 'O', 'O', 'O', 'restaurant-area', 'O', 'O', 'O']"
1122,"['the', 'restaurant', 'should', 'serve', 'seafood', '.']","['O', 'O', 'O', 'O', 'restaurant-food', 'O']"
1123,"['yes', 'please', 'can', 'you', 'book', 'it', 'for', '3', 'people', 'on', 'wednesday', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'restaurant-bookpeople', 'O', 'O', 'restaurant-bookday', 'O']"
1124,"['please', 'book', 'the', 'reservation', 'for', '18', '3', '0', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'restaurant-bookpeople', 'O', 'O']"
1125,"['thanks', 'now', 'i', 'need', 'to', 'find', 'a', 'train', 'from', 'stansted', 'airport', 'to', 'cambridge', 'on', 'wednesday', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'restaurant-bookday', 'O']"
1126,"['yes', 'what', 'kind', 'of', 'expensive', 'restaurant', '-s', 'are', 'near', 'the', 'hotel', '?']","['O', 'O', 'O', 'O', 'restaurant-pricerange', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1127,"['i', 'am', 'looking', 'for', 'an', 'expensive', 'restaurant', 'in', 'the', 'east', 'part', 'of', 'town', '.']","['O', 'O', 'O', 'O', 'O', 'restaurant-pricerange', 'O', 'O', 'O', 'restaurant-area', 'O', 'O', 'O', 'O']"
1128,"['i', 'am', 'looking', 'for', 'an', 'expensive', 'restaurant', 'in', 'the', 'west', '.']","['O', 'O', 'O', 'O', 'O', 'restaurant-pricerange', 'O', 'O', 'O', 'restaurant-area', 'O']"
1129,"['i', 'would', 'love', 'something', 'that', 'has', 'british', 'food', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'restaurant-food', 'O', 'O']"
1130,"['i', 'think', ""i'll"", 'try', 'travellers rest', 'could', 'you', 'book', 'me', 'a', 'table', 'there', 'for', 'saturday', '?']","['O', 'O', 'O', 'O', 'restaurant-name', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'restaurant-bookday', 'O']"
1131,"['please', 'book', 'for', '1', 'person', 'at', '16:30']","['O', 'O', 'O', 'restaurant-bookpeople', 'O', 'O', 'O']"
1132,"['yes', 'i', 'am', 'also', 'looking', 'for', 'an', 'expensive', 'restaurant', 'that', 'serves', 'indian', 'food', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'restaurant-pricerange', 'O', 'O', 'O', 'restaurant-food', 'O', 'O']"
1133,"['can', 'you', 'book', 'it', 'for', '7', 'people', 'for', '18:00', 'on', 'wednesday', 'and', 'then', 'send', 'me', 'the', 'reference', 'number', '?']","['O', 'O', 'O', 'O', 'O', 'restaurant-bookpeople', 'O', 'O', 'restaurant-booktime', 'O', 'restaurant-bookday', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1134,"['i', 'do', 'not', 'want', 'to', 'book', 'the', 'train', 'right', 'now', 'could', 'you', 'find', 'me', 'a', 'restaurant', 'in', 'centre', 'that', 'serves', 'swedish', 'food', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'restaurant-area', 'O', 'O', 'restaurant-food', 'O', 'O']"
1135,"['is', 'there', 'british', 'food', 'in', 'the', 'centre', 'in', 'the', 'moderate', 'price', 'range', '?']","['O', 'O', 'restaurant-food', 'O', 'O', 'O', 'restaurant-area', 'O', 'O', 'restaurant-pricerange', 'O', 'O', 'O']"
1136,"['actually', 'i', 'have', 'heard', 'about', 'the', 'great', 'local', 'restaurant', '-s', 'i', 'am', 'looking', 'for', 'something', 'in', 'the', 'moderate', 'price', 'range', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'restaurant-pricerange', 'O', 'O', 'O']"
1137,"['the', 'restaurant', 'should', 'be', 'in', 'the', 'centre', 'should', 'serve', 'asian oriental', 'food', '.', 'please', 'make', 'sure', 'you', 'get', 'phone', 'number', 'and', 'postcode', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'restaurant-area', 'O', 'O', 'restaurant-food', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1138,"['yes', 'i', 'would', 'like', 'a', 'reservation', 'on', 'tuesday', 'for', '18:00', 'for', '3', 'people', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'restaurant-bookday', 'O', 'restaurant-booktime', 'O', 'restaurant-bookpeople', 'O', 'O']"
1139,"['can', 'you', 'help', 'me', 'find', 'a', 'restaurant', 'i', 'want', 'to', 'find', 'a', 'place', 'in', 'the', 'centre', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'restaurant-area', 'O']"
1140,"['i', 'would', 'like', 'to', 'find', 'a', 'vegetarian', 'restaurant', ',', 'if', 'possible', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'restaurant-food', 'O', 'O', 'O', 'O', 'O']"
1141,"['what', 'about', 'a', 'restaurant', 'that', 'serves', 'asian oriental', 'food', 'in', 'the', 'centre', 'instead', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'restaurant-food', 'O', 'O', 'O', 'restaurant-area', 'O', 'O']"
1142,"['no', 'not', 'really', 'why', 'do', 'not', 'you', 'pick', '1', 'a', 'reserve', 'a', 'table', 'for', '4', 'at', '19:15', 'on', 'wednesday', 'please']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'restaurant-bookpeople', 'O', 'restaurant-booktime', 'O', 'restaurant-bookday', 'O']"
1143,"['departing', 'from', 'the', 'hotel', 'and', 'arriving', 'at', 'the', 'restaurant', 'by', '19:15', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'restaurant-booktime', 'O']"
1144,"['yes', 'i', 'need', 'some', 'information', 'about', 'a', 'restaurant', 'called', 'pizza express', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'restaurant-name', 'O']"
1145,"['i', 'would', 'like', 'to', 'know', 'if', 'i', 'can', 'book', 'a', 'reservation', 'for', '7', 'people', 'at', '18:00', 'monday', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'restaurant-bookpeople', 'O', 'O', 'restaurant-booktime', 'restaurant-bookday', 'O']"
1146,"['either', '1', 'will', 'work', 'i', 'just', 'need', 'to', 'book', 'for', '7', 'people', 'at', '18:00', 'on', 'monday', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'restaurant-bookpeople', 'O', 'O', 'restaurant-booktime', 'O', 'restaurant-bookday', 'O']"
1147,"['how', 'about', '7', ':00', '?']","['O', 'O', 'restaurant-bookpeople', 'O', 'O']"
1148,"['great', 'i', 'also', 'need', 'a', 'taxi', 'that', 'will', 'get', 'me', 'from', 'the', 'pool', 'to', 'the', 'restaurant', 'by', '7', ':00', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'restaurant-bookpeople', 'O', 'O']"
1149,"['no', 'thank', 'you', 'i', 'will', 'worry', 'about', 'that', 'later', 'i', 'also', 'need', 'a', 'lebanese', 'restaurant', 'in', 'the', 'centre', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'restaurant-food', 'O', 'O', 'O', 'restaurant-area', 'O']"
1150,"['can', 'you', 'make', 'me', 'a', 'reservation', 'for', 'thursday', 'for', '7', 'people', 'at', '19:00', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'restaurant-bookday', 'O', 'restaurant-bookpeople', 'O', 'O', 'restaurant-booktime', 'O']"
1151,"['can', 'you', 'find', 'a', 'restaurant', 'that', 'serves', 'international', 'food', 'that', 'isnt', 'so', 'expensive', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'restaurant-food', 'O', 'O', 'O', 'O', 'O', 'O']"
1152,"['i', 'would', 'like', 'to', 'see', 'if', 'i', 'can', 'reserve', 'a', 'table', 'for', '5', 'on', 'saturday', 'at', '12:15', 'if', 'possible', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'restaurant-bookpeople', 'O', 'restaurant-bookday', 'O', 'O', 'O', 'O', 'O']"
1153,"['would', '11:', '5', 'work', 'instead', '?']","['O', 'O', 'restaurant-bookpeople', 'O', 'O', 'O']"
1154,"['i', 'also', 'am', 'looking', 'for', 'darrys cookhouse and wine shop', '.']","['O', 'O', 'O', 'O', 'O', 'restaurant-name', 'O']"
1155,"['i', 'am', 'trying', 'to', 'find', 'a', 'moderate', '-ly', 'priced', 'restaurant', 'in', 'the', 'east', 'part', 'of', 'town', '.', 'can', 'you', 'recommend', '1', 'to', 'me', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'restaurant-pricerange', 'O', 'O', 'O', 'O', 'O', 'restaurant-area', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1156,"['can', 'you', 'suggest', 'me', 'some', 'indian', 'ones', '?']","['O', 'O', 'O', 'O', 'O', 'restaurant-food', 'O', 'O']"
